id,author,title,image_url,small_image_url,price,books_count,isbn,isbn13,original_publication_year,original_title,language_code,average_rating
635,"Jostein Gaarder, Paulette Møller",Sophie's World,https://images.gr-assets.com/books/1343459906m/10959.jpg,https://images.gr-assets.com/books/1343459906s/10959.jpg,3992,239,1857993284,9781857993290,1991,Sofies Verden,eng,3.88
636,Mark Cotta Vaz,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",https://images.gr-assets.com/books/1327904795m/11260526.jpg,https://images.gr-assets.com/books/1327904795s/11260526.jpg,3990,14,316134112,9780316134120,2011,,eng,4.3
637,Ray Bradbury,The Martian Chronicles,https://images.gr-assets.com/books/1374049948m/76778.jpg,https://images.gr-assets.com/books/1374049948s/76778.jpg,503,271,553278223,9780553278220,1950,The Martian Chronicles,en-US,4.12
638,Jennifer Egan,A Visit from the Goon Squad,https://images.gr-assets.com/books/1356844046m/7331435.jpg,https://images.gr-assets.com/books/1356844046s/7331435.jpg,3539,76,307592839,9780307592840,2010,A Visit From the Goon Squad,eng,3.64
639,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",Heidi,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2413,771,753454947,9780753454950,1880,Heidi,eng,3.97
640,Michael Crichton,Prey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3881,113,61015725,9780061015720,2002,Prey,,3.72
641,C.S. Lewis,"The Last Battle (Chronicles of Narnia, #7)",https://images.gr-assets.com/books/1308814830m/84369.jpg,https://images.gr-assets.com/books/1308814830s/84369.jpg,1656,245,7202326,9780007202320,1956,The Last Battle,eng,4.02
642,Ken Follett,"World Without End (The Kingsbridge Series, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1338,2,525950079,9780525950070,2007,World Without End,eng,4.23
643,"P.C. Cast, Kristin Cast","Chosen (House of Night, #3)",https://images.gr-assets.com/books/1393192825m/1326258.jpg,https://images.gr-assets.com/books/1393192825s/1326258.jpg,3754,77,312360304,9780312360310,2008,Chosen: A House of Night Novel,en-US,3.9
644,Colleen Hoover,"Slammed (Slammed, #1)",https://images.gr-assets.com/books/1328530463m/13372690.jpg,https://images.gr-assets.com/books/1328530463s/13372690.jpg,3885,60,7572683844,9853356886722,2012,Slammed,eng,4.29
645,Alex Flinn,"Beastly (Beastly, #1; Kendra Chronicles, #1)",https://images.gr-assets.com/books/1334260193m/544891.jpg,https://images.gr-assets.com/books/1334260193s/544891.jpg,471,74,60874163,9780060874160,2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)",eng,3.84
646,"Geoffrey Chaucer, Nevill Coghill",The Canterbury Tales,https://images.gr-assets.com/books/1261208589m/2696.jpg,https://images.gr-assets.com/books/1261208589s/2696.jpg,2876,634,140424385,9780140424390,1390,Tales of Caunterbury,eng,3.48
647,Emily Giffin,Baby Proof,https://images.gr-assets.com/books/1361466583m/42149.jpg,https://images.gr-assets.com/books/1361466583s/42149.jpg,3611,43,312348649,9780312348650,2006,Baby Proof,en-US,3.71
648,Christopher Paolini,"Inheritance (The Inheritance Cycle, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3603,119,375856110,9780375856110,2011,Inheritance,en-US,4.08
649,"Haruki Murakami, Jay Rubin, Philip Gabriel",1Q84,https://images.gr-assets.com/books/1483103331m/10357575.jpg,https://images.gr-assets.com/books/1483103331s/10357575.jpg,3705,107,307593312,9780307593310,2009,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],eng,3.89
650,Harriet Beecher Stowe,Uncle Tom's Cabin,https://images.gr-assets.com/books/1414349231m/46787.jpg,https://images.gr-assets.com/books/1414349231s/46787.jpg,558,1075,1840224029,9781840224020,1852,Uncle Tom's Cabin or Life Among the Lowly,eng,3.83
651,"Gaston Leroux, Alexander Teixeira de Mattos",The Phantom of the Opera,https://images.gr-assets.com/books/1327867727m/480204.jpg,https://images.gr-assets.com/books/1327867727s/480204.jpg,3408,782,60809248,9780060809250,1909,Le Fantôme de l'Opéra,eng,3.97
652,Charlaine Harris,"Definitely Dead (Sookie Stackhouse, #6)",https://images.gr-assets.com/books/1468562748m/140079.jpg,https://images.gr-assets.com/books/1468562748s/140079.jpg,2404,75,441014917,9780441014910,2006,"Definitely Dead (Sookie Stackhouse, #6)",en-US,4.02
653,"José Saramago, Giovanni Pontiero",Blindness,https://images.gr-assets.com/books/1327866409m/2526.jpg,https://images.gr-assets.com/books/1327866409s/2526.jpg,709,231,156007754,9780156007760,1995,Ensaio Sobre a Cegueira,en-US,4.08
654,Jonathan Franzen,Freedom,https://images.gr-assets.com/books/1316729686m/7905092.jpg,https://images.gr-assets.com/books/1316729686s/7905092.jpg,611,92,374158460,9780374158460,2010,Freedom,en-US,3.73
655,Ally Condie,"Crossed (Matched, #2)",https://images.gr-assets.com/books/1374335939m/15812814.jpg,https://images.gr-assets.com/books/1374335939s/15812814.jpg,3470,63,142421715,9780142421710,2011,Crossed,eng,3.52
656,Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",https://images.gr-assets.com/books/1334491180m/852470.jpg,https://images.gr-assets.com/books/1334491180s/852470.jpg,52,58,1423100034,9781423100030,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You",en-US,3.82
657,Aravind Adiga,The White Tiger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2786,104,1416562591,9781416562600,2008,The White Tiger,eng,3.71
658,Jonathan Franzen,The Corrections,https://images.gr-assets.com/books/1355011305m/3805.jpg,https://images.gr-assets.com/books/1355011305s/3805.jpg,410,133,1841156736,9781841156740,2001,The Corrections,eng,3.78
659,Barack Obama,Dreams from My Father: A Story of Race and Inheritance,https://images.gr-assets.com/books/1352340675m/88061.jpg,https://images.gr-assets.com/books/1352340675s/88061.jpg,3660,83,1921351438,9781921351430,1995,Dreams from My Father,eng,3.81
660,Michael Crichton,Congo,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3740,83,60541830,9780060541840,1980,Congo,eng,3.55
661,"Judith Viorst, Ray Cruz","Alexander and the Terrible, Horrible, No Good, Very Bad Day",https://images.gr-assets.com/books/1405259744m/46677.jpg,https://images.gr-assets.com/books/1405259744s/46677.jpg,1358,47,689711735,9780689711730,1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",en-CA,4.22
662,Jhumpa Lahiri,Interpreter of Maladies,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,787,83,618101365,9780618101370,1999,Interpreter of Maladies,eng,4.12
663,Howard Zinn,A People's History of the United States,https://images.gr-assets.com/books/1494279423m/2767.jpg,https://images.gr-assets.com/books/1494279423s/2767.jpg,3697,83,60838655,9780060838650,1980,A People's History of the United States: 1492 to Present,eng,4.07
664,Truman Capote,Breakfast at Tiffany's,https://images.gr-assets.com/books/1477015353m/251688.jpg,https://images.gr-assets.com/books/1477015353s/251688.jpg,2589,254,679745653,9780679745660,1958,Breakfast at Tiffany's,eng,3.89
665,Justin Cronin,"The Passage (The Passage, #1)",https://images.gr-assets.com/books/1327874267m/6690798.jpg,https://images.gr-assets.com/books/1327874267s/6690798.jpg,1992,101,345504968,9780345504970,2010,The Passage,eng,4.04
666,Neil Gaiman,Anansi Boys,https://images.gr-assets.com/books/1479778049m/2744.jpg,https://images.gr-assets.com/books/1479778049s/2744.jpg,1110,112,60515198,9780060515200,2005,Anansi Boys,eng,4
667,Sarah Dessen,Along for the Ride,https://images.gr-assets.com/books/1479692098m/5664985.jpg,https://images.gr-assets.com/books/1479692098s/5664985.jpg,454,41,670011940,9780670011940,2009,Along for the Ride,eng,4.08
668,Celeste Ng,Everything I Never Told You,https://images.gr-assets.com/books/1386795198m/18693763.jpg,https://images.gr-assets.com/books/1386795198s/18693763.jpg,2674,62,159420571X,9781594205710,2014,Everything I Never Told You,eng,3.78
669,"Isabel Allende, Magda Bogin",The House of the Spirits,https://images.gr-assets.com/books/1358615501m/9328.jpg,https://images.gr-assets.com/books/1358615501s/9328.jpg,3242,243,553383809,9780553383800,1982,La casa de los espíritus,en-US,4.2
670,Stephen King,The Dead Zone,https://images.gr-assets.com/books/1283509622m/11573.jpg,https://images.gr-assets.com/books/1283509622s/11573.jpg,3151,145,451155750,9780451155760,1979,The Dead Zone,en-US,3.9
671,"Agatha Christie, Ροζίτα Σώκου","The Mysterious Affair at Styles (Hercule Poirot, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3633,876,646418432,9780646418440,1920,The Mysterious Affair at Styles,eng,3.98
672,Agatha Christie,"Murder on the Orient Express (Hercule Poirot, #10)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,131,429,425200450,9780425200450,1934,Murder in the Calais Coach,eng,4.16
673,Chimamanda Ngozi Adichie,Americanah,https://images.gr-assets.com/books/1356654499m/15796700.jpg,https://images.gr-assets.com/books/1356654499s/15796700.jpg,59,83,307271080,9780307271080,2013,Americanah,eng,4.26
674,James Patterson,Suzanne's Diary for Nicholas,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3711,79,446611085,9780446611080,2001,Suzanne's Diary for Nicholas,eng,4.16
675,Stephen King,Firestarter,https://images.gr-assets.com/books/1394208032m/233667.jpg,https://images.gr-assets.com/books/1394208032s/233667.jpg,3775,154,451167805,9780451167800,1980,Firestarter,eng,3.85
676,Sylvia Day,"Entwined with You (Crossfire, #3)",https://images.gr-assets.com/books/1362526983m/15731779.jpg,https://images.gr-assets.com/books/1362526983s/15731779.jpg,899,76,425263924,9780425263920,2013,Entwined with You,eng,4.19
677,Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",https://images.gr-assets.com/books/1320531983m/6289283.jpg,https://images.gr-assets.com/books/1320531983s/6289283.jpg,3226,70,307266303,9780307266310,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",eng,4.27
678,Gabrielle Zevin,The Storied Life of A.J. Fikry,https://images.gr-assets.com/books/1404582137m/18293427.jpg,https://images.gr-assets.com/books/1404582137s/18293427.jpg,2830,79,1616203218,9781616203210,2014,The Storied Life of A.J. Fikry,eng,3.98
679,Ludwig Bemelmans,Madeline,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3030,74,590133373,9780590133370,1939,Mad About Madeline,en-GB,4.22
680,Napoleon Hill,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,149,709,1585424331,9781585424340,1937,Think and Grow Rich,eng,4.17
681,"Laura Ingalls Wilder, Garth Williams","Little House in the Big Woods (Little House, #1)",https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg,2710,132,60885378,9780060885370,1932,Little House In The Big Woods,eng,4.16
682,Susanna Clarke,Jonathan Strange & Mr Norrell,https://images.gr-assets.com/books/1357027589m/14201.jpg,https://images.gr-assets.com/books/1357027589s/14201.jpg,698,124,765356155,9780765356150,2004,Jonathan Strange & Mr Norrell,eng,3.8
683,Nicholas Sparks,A Bend in the Road,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3521,105,446696137,9780446696140,2001,A Bend in the Road,eng,4.02
684,Rick Riordan,"The House of Hades (The Heroes of Olympus, #4)",https://images.gr-assets.com/books/1464201430m/12127810.jpg,https://images.gr-assets.com/books/1464201430s/12127810.jpg,2510,63,1423146727,9781423146730,2013,The House of Hades,eng,4.54
685,Michael  Grant,"Gone (Gone, #1)",https://images.gr-assets.com/books/1357796831m/2536134.jpg,https://images.gr-assets.com/books/1357796831s/2536134.jpg,1215,61,61448761,9780061448770,2008,Gone,eng,3.85
686,Nicholas Sparks,"The Wedding (The Notebook, #2)",https://images.gr-assets.com/books/1385738787m/3466.jpg,https://images.gr-assets.com/books/1385738787s/3466.jpg,3515,85,446615862,9780446615860,2003,The Wedding,en-US,3.98
687,David McCullough,1776,https://images.gr-assets.com/books/1306787560m/1067.jpg,https://images.gr-assets.com/books/1306787560s/1067.jpg,3092,38,743226720,9780743226720,2005,1776,eng,4.06
688,Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith,https://images.gr-assets.com/books/1356441391m/10847.jpg,https://images.gr-assets.com/books/1356441391s/10847.jpg,518,37,330419129,9780330419120,2003,Under the Banner of Heaven: A Story of Violent Faith,eng,3.98
689,Jess Walter,Beautiful Ruins,https://images.gr-assets.com/books/1338161553m/11447921.jpg,https://images.gr-assets.com/books/1338161553s/11447921.jpg,1146,51,61928127,9780061928120,2012,Beautiful Ruins,eng,3.67
690,Barack Obama,The Audacity of Hope: Thoughts on Reclaiming the American Dream,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1089,62,307237699,9780307237700,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US,3.69
691,Stephen King,On Writing: A Memoir of the Craft,https://images.gr-assets.com/books/1436735207m/10569.jpg,https://images.gr-assets.com/books/1436735207s/10569.jpg,855,122,743455967,9780743455960,1999,On Writing: A Memoir of the Craft,eng,4.31
692,Kristin Hannah,"Firefly Lane (Firefly Lane, #1)",https://images.gr-assets.com/books/1362435448m/1472878.jpg,https://images.gr-assets.com/books/1362435448s/1472878.jpg,998,61,312364083,9780312364080,2008,Firefly Lane,en-US,4.04
693,Michael Crichton,Sphere,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1150,122,345418972,9780345418980,1987,Sphere,eng,3.77
694,Emily Giffin,Love the One You're With,https://images.gr-assets.com/books/1361466590m/2120652.jpg,https://images.gr-assets.com/books/1361466590s/2120652.jpg,1458,47,312348673,9780312348670,2008,Love the One You're With,en-US,3.7
695,"Robert Galbraith, J.K. Rowling","The Silkworm (Cormoran Strike, #2)",https://images.gr-assets.com/books/1392577290m/18214414.jpg,https://images.gr-assets.com/books/1392577290s/18214414.jpg,2179,109,316206873,9780316206880,2014,The Silkworm,eng,4.03
696,Anne Rice,"The Vampire Lestat (The Vampire Chronicles, #2)",https://images.gr-assets.com/books/1347515742m/43814.jpg,https://images.gr-assets.com/books/1347515742s/43814.jpg,1921,111,345476883,9780345476880,1985,The Vampire Lestat,eng,4.05
697,Ann Patchett,State of Wonder,https://images.gr-assets.com/books/1454428541m/9118135.jpg,https://images.gr-assets.com/books/1454428541s/9118135.jpg,3235,49,62049801,9780062049800,2011,State of Wonder,eng,3.85
698,Matthew Quick,The Silver Linings Playbook,https://images.gr-assets.com/books/1358277412m/13539044.jpg,https://images.gr-assets.com/books/1358277412s/13539044.jpg,430,75,374533571,9780374533570,2008,The Silver Linings Playbook,en-US,4
699,"Jules Verne, Anthony Bonner",Twenty Thousand Leagues Under the Sea,https://images.gr-assets.com/books/1494979127m/33507.jpg,https://images.gr-assets.com/books/1494979127s/33507.jpg,3193,1691,076072850X,9780760728500,1869,Vingt Mille Lieues Sous les Mers,eng,3.86
700,Philippa Gregory,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",https://images.gr-assets.com/books/1355932704m/16181.jpg,https://images.gr-assets.com/books/1355932704s/16181.jpg,2735,63,743272498,9780743272490,2005,The Constant Princess,en-US,3.88
701,"Virginia Woolf, Maureen Howard",Mrs. Dalloway,https://images.gr-assets.com/books/1479336522m/14942.jpg,https://images.gr-assets.com/books/1479336522s/14942.jpg,1196,572,151009988,9780151009980,1925,Mrs Dalloway,en-US,3.78
702,"Jonas Jonasson, Rod Bradbury",The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,https://images.gr-assets.com/books/1334848488m/13486632.jpg,https://images.gr-assets.com/books/1334848488s/13486632.jpg,1285,173,1843913720,9781843913730,2009,Hundraåringen som klev ut genom fönstret och försvann,en-GB,3.81
703,Stephen King,Bag of Bones,https://images.gr-assets.com/books/1365592796m/10589.jpg,https://images.gr-assets.com/books/1365592796s/10589.jpg,3379,134,067102423X,9780671024240,1998,Bag of Bones,en-US,3.87
